azonosító	vendégazonosító	menüazonosító	dátum	desszert	érkezés	távozás
1529	192	C	2020.10.30	1	13:06:36	13:19:41
1530	145	B	2020.10.12	0	12:05:38	12:18:37
1531	82	B	2020.10.15	1	12:46:37	13:01:26
1532	52	A	2020.10.09	0	13:13:07	13:27:24
1533	75	C	2020.10.02	1	11:55:32	12:07:40
1534	194	B	2020.10.05	0	12:26:24	12:42:09
1535	183	A	2020.10.05	1	12:43:14	12:58:14
1536	125	B	2020.10.02	1	13:17:10	13:29:39
1537	102	D	2020.10.30	0	12:20:12	12:35:12
1538	33	B	2020.10.05	1	14:19:18	14:31:29
1539	3	A	2020.10.20	1	12:29:37	12:43:47
1540	195	B	2020.10.12	1	12:37:51	12:53:35
1541	127	D	2020.10.19	1	12:39:42	12:52:25
1542	44	A	2020.10.09	1	12:57:37	13:13:14
1543	195	B	2020.10.26	1	13:08:23	13:22:27
1544	96	B	2020.10.12	0	12:41:32	12:57:21
1545	11	A	2020.10.29	1	13:17:02	13:30:47
1546	67	B	2020.10.13	0	13:06:27	13:21:34
1547	60	C	2020.10.08	1	11:52:51	12:08:02
1548	6	C	2020.10.22	0	13:43:37	13:56:27
1549	120	C	2020.10.22	1	13:36:32	13:50:36
1550	11	A	2020.10.08	1	13:41:15	13:56:58
1551	59	A	2020.10.06	0	14:04:25	14:18:00
1552	123	B	2020.10.28	1	13:33:31	13:46:06
1553	194	A	2020.10.09	0	12:50:07	13:03:20
1554	114	A	2020.10.21	1	14:05:54	14:19:46
1555	46	B	2020.10.14	0	13:02:37	13:14:59
1556	71	C	2020.10.27	1	12:59:18	13:12:49
1557	161	B	2020.10.22	0	13:40:45	13:54:28
1558	94	C	2020.10.15	1	13:32:38	13:45:35
1559	31	A	2020.10.30	0	13:22:08	13:37:59
1560	183	B	2020.10.20	1	12:56:05	13:08:17
1561	42	C	2020.10.12	0	13:23:54	13:36:59
1562	141	A	2020.10.02	0	13:19:23	13:33:58
1563	32	A	2020.10.06	0	12:15:33	12:28:07
1564	17	C	2020.10.21	0	12:49:43	13:03:26
1565	40	C	2020.10.02	0	11:43:03	11:58:31
1566	54	C	2020.10.02	0	14:10:05	14:22:53
1567	145	B	2020.10.22	0	12:16:55	12:30:58
1568	167	C	2020.10.07	0	13:42:28	13:58:16
1569	98	B	2020.10.13	0	12:33:22	12:46:32
1570	49	B	2020.10.09	1	13:58:38	14:11:09
1571	25	C	2020.10.07	1	13:19:55	13:35:37
1572	181	A	2020.10.16	1	12:16:23	12:32:08
1573	66	B	2020.10.09	0	13:25:14	13:39:26
1574	89	D	2020.10.19	1	13:07:44	13:21:30
1575	136	C	2020.10.28	1	13:52:20	14:06:27
1576	110	A	2020.10.08	0	13:35:54	13:51:49
1577	151	A	2020.10.26	0	12:40:34	12:54:55
1578	171	C	2020.10.12	0	14:25:03	14:40:51
1579	186	C	2020.10.16	1	12:08:08	12:22:46
1580	157	D	2020.10.29	0	13:02:18	13:15:40
1581	186	C	2020.10.26	1	12:15:25	12:27:31
1582	105	A	2020.10.01	0	13:07:10	13:21:53
1583	110	C	2020.10.20	1	13:40:30	13:52:54
1584	197	D	2020.10.13	1	13:47:22	14:00:52
1585	101	B	2020.10.06	0	13:25:36	13:37:45
1586	71	C	2020.10.09	1	13:15:11	13:31:11
1587	68	C	2020.10.16	1	13:22:01	13:37:57
1588	169	B	2020.10.26	1	12:43:31	12:58:17
1589	7	A	2020.10.07	0	13:24:46	13:40:40
1590	179	A	2020.10.20	0	12:01:27	12:16:11
1591	30	D	2020.10.26	1	13:31:48	13:44:52
1592	5	C	2020.10.01	0	12:52:25	13:06:20
1593	181	A	2020.10.14	0	12:24:35	12:38:29
1594	56	B	2020.10.19	0	13:12:53	13:25:50
1595	175	B	2020.10.02	1	13:27:22	13:39:40
1596	130	B	2020.10.26	1	13:55:25	14:10:39
1597	60	A	2020.10.01	1	11:36:24	11:51:52
1598	159	C	2020.10.05	0	12:58:52	13:13:52
1599	172	C	2020.10.01	1	11:48:12	12:03:44
1600	187	B	2020.10.27	1	12:27:01	12:40:38
1601	63	D	2020.10.29	0	13:51:22	14:07:18
1602	62	A	2020.10.20	0	12:01:44	12:15:51
1603	187	B	2020.10.30	0	12:13:45	12:27:24
1604	77	A	2020.10.26	1	12:46:44	13:01:57
1605	194	A	2020.10.13	1	12:38:57	12:52:40
1606	173	B	2020.10.02	1	13:32:50	13:46:58
1607	10	B	2020.10.01	0	11:52:57	12:07:07
1608	183	C	2020.10.12	0	12:55:09	13:09:00
1609	138	D	2020.10.01	0	12:34:50	12:49:04
1610	34	A	2020.10.19	1	12:41:37	12:55:13
1611	117	A	2020.10.19	1	13:33:18	13:46:52
1612	17	D	2020.10.20	0	12:37:25	12:52:48
1613	196	A	2020.10.20	1	13:37:23	13:50:52
1614	71	A	2020.10.20	0	13:06:15	13:20:55
1615	53	A	2020.10.30	1	13:09:56	13:22:31
1616	50	A	2020.10.12	0	13:35:34	13:51:42
1617	109	C	2020.10.13	0	12:34:41	12:47:31
1618	95	B	2020.10.20	1	12:12:19	12:25:19
1619	83	C	2020.10.06	1	13:39:30	13:55:33
1620	92	C	2020.10.19	0	13:16:11	13:31:56
1621	25	C	2020.10.01	0	13:43:06	13:58:05
1622	3	C	2020.10.29	1	12:28:00	12:41:08
1623	126	D	2020.10.15	1	13:18:30	13:33:40
1624	36	D	2020.10.20	0	13:08:14	13:23:55
1625	27	C	2020.10.14	1	13:48:17	14:01:30
1626	132	B	2020.10.29	1	11:49:14	12:04:12
1627	19	C	2020.10.13	1	13:07:17	13:21:18
1628	145	B	2020.10.20	0	12:16:54	12:30:34
1629	191	A	2020.10.07	0	11:33:50	11:48:53
1630	120	A	2020.10.15	0	13:51:26	14:06:53
1631	57	C	2020.10.06	0	12:53:09	13:07:49
1632	14	C	2020.10.13	0	13:33:07	13:47:21
1633	180	B	2020.10.05	1	12:40:57	12:55:25
1634	112	B	2020.10.14	1	12:48:53	13:04:00
1635	163	B	2020.10.29	1	12:59:12	13:11:33
1636	127	D	2020.10.07	1	12:36:27	12:50:01
1637	52	A	2020.10.08	1	13:14:12	13:28:18
1638	48	C	2020.10.20	0	11:55:16	12:09:23
1639	116	B	2020.10.30	1	12:56:59	13:09:06
1640	20	B	2020.10.14	0	13:01:01	13:15:55
1641	67	B	2020.10.01	0	13:51:19	14:07:01
1642	22	D	2020.10.29	1	11:47:59	12:02:05
1643	76	A	2020.10.21	1	12:52:20	13:07:24
1644	141	C	2020.10.07	1	13:48:34	14:02:10
1645	113	C	2020.10.02	0	13:09:14	13:24:59
1646	45	B	2020.10.26	0	12:31:15	12:43:27
1647	197	D	2020.10.12	1	13:45:48	13:58:54
1648	25	A	2020.10.05	0	13:01:32	13:16:20
1649	190	C	2020.10.05	0	12:33:23	12:47:50
1650	139	C	2020.10.06	0	13:27:58	13:42:21
1651	183	C	2020.10.02	0	12:37:39	12:50:00
1652	79	A	2020.10.28	0	13:13:49	13:27:48
1653	189	B	2020.10.29	0	13:32:57	13:45:18
1654	138	D	2020.10.27	1	12:55:37	13:10:33
1655	82	D	2020.10.08	0	12:25:51	12:39:35
1656	181	C	2020.10.15	1	12:37:34	12:51:40
1657	103	C	2020.10.22	1	13:07:48	13:21:03
1658	187	B	2020.10.13	0	12:02:56	12:15:16
1659	86	C	2020.10.01	1	12:38:43	12:51:22
1660	135	B	2020.10.13	1	13:23:03	13:36:40
1661	145	B	2020.10.16	0	11:40:28	11:52:54
1662	179	A	2020.10.09	0	12:36:06	12:49:25
1663	17	D	2020.10.27	0	12:30:19	12:45:10
1664	5	A	2020.10.22	1	13:06:50	13:18:56
1665	141	B	2020.10.30	0	13:18:31	13:34:08
1666	188	A	2020.10.01	0	12:02:16	12:16:12
1667	144	C	2020.10.29	1	13:17:34	13:29:49
1668	139	C	2020.10.19	0	13:06:22	13:20:30
1669	18	C	2020.10.07	1	12:51:09	13:06:02
1670	168	B	2020.10.21	0	12:56:15	13:09:56
1671	117	C	2020.10.09	0	13:32:58	13:48:52
1672	4	D	2020.10.08	1	13:29:57	13:43:35
1673	12	A	2020.10.08	1	11:55:55	12:09:39
1674	162	B	2020.10.20	0	13:02:01	13:14:15
1675	16	B	2020.10.14	1	13:01:03	13:13:05
1676	2	A	2020.10.12	1	12:31:17	12:45:20
1677	94	B	2020.10.26	0	13:51:48	14:05:48
1678	29	C	2020.10.16	0	13:46:17	14:01:12
1679	190	C	2020.10.27	0	12:38:44	12:52:53
1680	11	C	2020.10.14	1	13:28:56	13:42:46
1681	110	A	2020.10.07	1	13:36:30	13:50:48
1682	69	A	2020.10.06	0	13:53:17	14:09:16
1683	155	C	2020.10.05	0	13:39:59	13:54:09
1684	13	C	2020.10.19	0	13:47:22	14:02:03
1685	92	A	2020.10.05	0	12:54:19	13:08:13
1686	67	A	2020.10.28	1	13:50:57	14:06:39
1687	50	A	2020.10.29	0	13:55:25	14:09:02
1688	148	A	2020.10.13	0	11:49:48	12:03:58
1689	48	A	2020.10.01	1	12:11:12	12:24:41
1690	74	C	2020.10.09	1	12:53:37	13:05:39
1691	149	B	2020.10.06	1	12:46:31	12:59:53
1692	50	B	2020.10.09	0	14:02:03	14:15:22
1693	127	D	2020.10.13	1	12:49:33	13:04:22
1694	47	A	2020.10.22	0	12:52:41	13:04:48
1695	64	B	2020.10.19	1	12:45:44	13:01:06
1696	19	B	2020.10.26	1	12:08:20	12:21:46
1697	113	B	2020.10.14	1	12:56:00	13:08:42
1698	51	C	2020.10.14	1	13:46:21	13:59:04
1699	130	B	2020.10.21	1	13:34:15	13:46:37
1700	130	A	2020.10.30	1	13:45:58	13:59:58
1701	48	C	2020.10.19	1	11:48:46	12:03:36
1702	172	B	2020.10.07	0	11:59:16	12:12:22
1703	98	A	2020.10.29	0	12:33:42	12:48:38
1704	68	B	2020.10.12	1	14:06:21	14:20:19
1705	22	D	2020.10.02	0	11:39:36	11:53:33
1706	136	C	2020.10.19	1	13:52:58	14:05:05
1707	103	C	2020.10.16	0	13:04:50	13:19:51
1708	137	A	2020.10.27	1	12:42:18	12:56:06
1709	121	A	2020.10.08	0	13:29:22	13:41:59
1710	135	B	2020.10.19	0	13:30:13	13:44:56
1711	103	B	2020.10.12	1	13:21:04	13:36:34
1712	78	C	2020.10.05	1	12:37:29	12:49:44
1713	88	B	2020.10.21	1	12:49:36	13:02:31
1714	122	C	2020.10.01	0	12:33:09	12:48:16
1715	125	A	2020.10.16	0	13:11:14	13:24:14
1716	17	D	2020.10.06	0	13:04:24	13:19:11
1717	32	C	2020.10.22	0	12:51:03	13:05:51
1718	189	C	2020.10.01	0	13:16:58	13:31:49
1719	106	C	2020.10.26	0	13:25:28	13:40:27
1720	97	B	2020.10.22	1	12:56:06	13:09:58
1721	186	B	2020.10.20	1	12:42:10	12:55:13
1722	187	A	2020.10.14	0	11:46:59	12:01:46
1723	190	C	2020.10.21	0	12:45:46	13:00:52
1724	151	A	2020.10.06	0	13:00:19	13:14:13
1725	19	C	2020.10.22	1	12:38:46	12:53:36
1726	87	C	2020.10.09	0	12:08:27	12:21:43
1727	121	A	2020.10.19	1	13:41:06	13:54:32
1728	184	C	2020.10.14	0	12:06:34	12:21:56
1729	192	C	2020.10.02	0	13:47:25	14:01:19
1730	146	C	2020.10.26	0	11:39:24	11:52:44
1731	103	C	2020.10.30	1	12:51:05	13:04:59
1732	166	B	2020.10.28	0	13:23:57	13:37:32
1733	125	C	2020.10.19	0	13:31:14	13:45:37
1734	170	B	2020.10.09	0	12:23:13	12:35:27
1735	176	C	2020.10.05	0	12:59:10	13:13:09
1736	144	A	2020.10.13	0	12:48:40	13:04:27
1737	136	A	2020.10.16	1	13:47:20	14:03:26
1738	6	C	2020.10.27	0	13:37:01	13:50:08
1739	33	A	2020.10.12	1	13:25:38	13:40:15
1740	186	C	2020.10.13	1	12:39:20	12:52:48
1741	131	B	2020.10.06	1	13:37:51	13:53:22
1742	66	A	2020.10.14	1	13:03:22	13:15:50
1743	152	A	2020.10.27	0	13:35:14	13:50:03
1744	15	B	2020.10.07	0	12:43:35	12:56:29
1745	73	D	2020.10.06	1	13:03:05	13:16:28
1746	159	A	2020.10.30	1	13:37:12	13:51:04
1747	161	C	2020.10.26	1	13:56:04	14:08:29
1748	133	B	2020.10.14	0	11:54:56	12:07:12
1749	47	B	2020.10.26	0	12:40:23	12:56:16
1750	107	A	2020.10.28	1	13:44:13	14:00:20
1751	116	A	2020.10.09	1	13:15:59	13:30:38
1752	100	B	2020.10.12	1	13:02:14	13:15:18
1753	177	B	2020.10.29	1	13:37:05	13:50:49
1754	145	C	2020.10.13	0	11:58:53	12:13:25
1755	170	A	2020.10.08	0	12:46:41	13:02:08
1756	131	A	2020.10.05	0	13:59:09	14:14:20
1757	177	C	2020.10.30	1	13:50:37	14:06:32
1758	154	B	2020.10.15	0	12:52:35	13:07:04
1759	154	B	2020.10.09	1	12:52:33	13:05:03
1760	15	B	2020.10.01	0	12:41:29	12:56:02
1761	123	B	2020.10.13	1	13:02:26	13:17:58
1762	143	A	2020.10.06	0	13:33:36	13:47:42
1763	197	D	2020.10.19	0	13:43:28	13:58:51
1764	8	D	2020.10.05	1	13:37:52	13:50:07
1765	24	B	2020.10.01	1	12:37:47	12:51:38
1766	102	D	2020.10.16	0	12:44:40	12:57:52
1767	106	B	2020.10.14	0	13:36:43	13:50:56
1768	140	B	2020.10.13	0	13:56:38	14:09:34
1769	163	B	2020.10.26	0	13:42:59	13:57:00
1770	63	D	2020.10.27	1	13:15:09	13:27:48
1771	49	A	2020.10.28	1	14:41:37	14:54:48
1772	40	A	2020.10.22	1	12:13:33	12:28:53
1773	128	B	2020.10.27	0	12:15:10	12:30:33
1774	33	C	2020.10.02	0	13:31:00	13:43:05
1775	65	C	2020.10.16	1	13:18:48	13:34:02
1776	155	B	2020.10.08	1	13:52:46	14:08:38
1777	160	B	2020.10.22	0	12:09:25	12:23:09
1778	17	B	2020.10.14	1	12:43:26	12:59:06
1779	161	A	2020.10.01	0	14:17:58	14:33:44
1780	95	A	2020.10.14	0	12:45:30	12:57:33
1781	64	C	2020.10.07	1	12:48:07	13:01:54
1782	136	A	2020.10.21	1	13:46:46	14:01:51
1783	179	A	2020.10.30	0	12:29:53	12:44:23
1784	137	B	2020.10.14	0	13:03:13	13:18:11
1785	107	A	2020.10.12	0	13:29:16	13:41:46
1786	136	A	2020.10.02	1	13:38:08	13:50:17
1787	78	B	2020.10.02	0	12:47:17	13:01:43
1788	80	A	2020.10.22	1	13:31:55	13:44:53
1789	194	A	2020.10.12	0	12:26:35	12:38:39
1790	30	D	2020.10.12	1	13:27:59	13:40:29
1791	80	B	2020.10.09	0	13:32:03	13:47:56
1792	159	B	2020.10.29	0	13:22:32	13:35:21
1793	35	A	2020.10.13	1	12:29:44	12:45:23
1794	101	C	2020.10.02	1	13:22:12	13:37:48
1795	39	B	2020.10.29	1	14:02:46	14:14:59
1796	114	A	2020.10.28	1	13:29:24	13:44:46
1797	44	C	2020.10.19	0	12:45:37	13:00:06
1798	37	A	2020.10.30	1	12:20:34	12:33:57
1799	2	B	2020.10.01	0	12:00:52	12:14:13
1800	25	C	2020.10.28	0	13:53:52	14:06:08
1801	133	C	2020.10.05	0	11:52:02	12:05:55
1802	87	A	2020.10.16	1	12:01:09	12:15:46
1803	126	D	2020.10.02	0	12:57:00	13:12:07
1804	184	B	2020.10.08	0	11:49:42	12:03:12
1805	71	B	2020.10.21	0	13:01:57	13:17:43
1806	20	A	2020.10.16	1	12:55:57	13:11:46
1807	194	C	2020.10.26	0	12:26:00	12:38:31
1808	164	D	2020.10.08	0	12:06:02	12:19:16
1809	71	C	2020.10.12	1	13:31:11	13:43:22
1810	108	C	2020.10.26	1	13:13:57	13:26:39
1811	55	D	2020.10.13	0	13:09:23	13:21:55
1812	144	C	2020.10.09	0	12:59:59	13:13:52
1813	121	A	2020.10.29	0	13:41:50	13:57:13
1814	106	A	2020.10.29	0	13:08:05	13:22:40
1815	82	D	2020.10.26	1	12:31:45	12:46:00
1816	59	C	2020.10.08	0	13:39:09	13:52:19
1817	56	B	2020.10.22	1	12:58:49	13:13:36
1818	192	A	2020.10.07	1	14:12:15	14:25:23
1819	84	C	2020.10.26	0	12:41:54	12:56:39
1820	43	C	2020.10.19	1	13:00:09	13:14:40
1821	54	C	2020.10.21	0	13:47:25	14:00:05
1822	162	C	2020.10.12	0	14:05:34	14:18:35
1823	157	D	2020.10.06	1	12:56:05	13:08:43
1824	110	B	2020.10.02	0	13:38:54	13:53:16
1825	128	B	2020.10.01	1	12:20:56	12:33:04
1826	195	A	2020.10.14	1	13:02:06	13:17:28
1827	41	C	2020.10.09	1	13:50:02	14:02:44
1828	179	A	2020.10.05	0	12:02:36	12:17:02
1829	130	C	2020.10.09	0	14:03:27	14:18:15
1830	152	C	2020.10.09	1	13:26:32	13:41:49
1831	4	D	2020.10.02	0	14:05:00	14:18:43
1832	82	D	2020.10.29	1	12:58:22	13:10:41
1833	54	A	2020.10.12	0	14:10:20	14:25:52
1834	143	A	2020.10.30	1	13:20:44	13:35:27
1835	25	C	2020.10.30	1	13:40:38	13:55:40
1836	9	B	2020.10.08	1	13:52:03	14:07:48
1837	27	C	2020.10.06	1	13:36:50	13:49:02
1838	140	A	2020.10.26	1	14:01:36	14:15:48
1839	190	C	2020.10.28	0	12:33:40	12:48:38
1840	122	B	2020.10.28	1	13:21:01	13:34:53
1841	81	C	2020.10.08	0	12:57:34	13:10:07
1842	194	C	2020.10.22	1	12:44:26	12:58:31
1843	103	A	2020.10.15	0	13:21:27	13:36:47
1844	85	B	2020.10.26	0	13:22:20	13:36:04
1845	123	C	2020.10.09	1	12:52:01	13:05:53
1846	185	B	2020.10.20	1	12:45:59	12:58:06
1847	152	C	2020.10.05	1	14:28:43	14:44:47
1848	149	A	2020.10.07	1	13:41:36	13:54:08
1849	118	B	2020.10.06	0	12:16:21	12:31:10
1850	151	B	2020.10.28	1	13:03:46	13:17:08
1851	53	A	2020.10.21	0	13:43:16	13:59:08
1852	75	C	2020.10.28	1	11:46:26	11:58:59
1853	179	C	2020.10.27	0	12:06:38	12:19:41
1854	183	C	2020.10.27	1	12:37:19	12:52:36
1855	149	A	2020.10.15	0	12:52:48	13:07:29
1856	59	C	2020.10.13	0	14:04:47	14:17:02
1857	176	C	2020.10.13	0	14:07:55	14:22:19
1858	143	B	2020.10.08	0	12:57:25	13:12:58
1859	121	A	2020.10.13	0	13:34:09	13:50:14
1860	12	A	2020.10.27	0	11:49:52	12:04:39
1861	46	A	2020.10.06	0	13:23:35	13:38:34
1862	51	C	2020.10.30	1	13:57:50	14:12:18
1863	112	B	2020.10.15	0	12:47:12	13:01:45
1864	161	C	2020.10.27	0	13:52:04	14:05:34
1865	82	D	2020.10.30	0	13:06:51	13:21:49
1866	13	B	2020.10.05	0	14:08:56	14:24:17
1867	125	B	2020.10.26	1	13:33:59	13:46:49
1868	58	B	2020.10.05	0	12:55:33	13:07:56
1869	23	B	2020.10.28	0	13:27:08	13:41:40
1870	114	A	2020.10.08	0	13:46:12	14:00:41
1871	181	B	2020.10.08	0	12:14:02	12:26:07
1872	138	D	2020.10.06	0	12:35:58	12:48:14
1873	6	A	2020.10.26	0	13:41:19	13:55:25
1874	188	C	2020.10.15	1	12:25:07	12:39:35
1875	25	B	2020.10.16	1	13:58:15	14:13:02
1876	197	D	2020.10.26	1	13:32:19	13:46:38
1877	93	C	2020.10.22	1	12:56:14	13:10:25
1878	56	B	2020.10.13	0	13:15:05	13:30:17
1879	185	A	2020.10.12	1	12:25:08	12:40:47
1880	104	C	2020.10.06	1	12:35:10	12:47:22
1881	28	A	2020.10.15	0	13:16:24	13:32:22
1882	180	B	2020.10.28	1	13:08:46	13:21:00
1883	38	A	2020.10.21	1	12:19:49	12:32:26
1884	67	B	2020.10.07	1	13:51:02	14:03:49
1885	41	C	2020.10.06	0	14:12:34	14:28:01
1886	149	C	2020.10.08	1	13:08:31	13:22:48
1887	39	B	2020.10.28	0	14:08:03	14:20:05
1888	192	A	2020.10.05	0	13:21:43	13:33:52
1889	194	A	2020.10.06	1	12:32:01	12:46:47
1890	24	B	2020.10.02	0	12:36:19	12:49:36
1891	47	B	2020.10.07	0	12:59:42	13:13:13
1892	65	B	2020.10.15	0	13:29:43	13:41:52
1893	113	C	2020.10.20	1	13:19:43	13:32:08
1894	48	C	2020.10.28	0	12:13:43	12:27:29
1895	140	B	2020.10.05	0	13:27:26	13:42:25
1896	68	B	2020.10.22	1	14:03:52	14:17:37
1897	62	A	2020.10.09	1	12:00:54	12:13:24
1898	81	C	2020.10.05	0	13:05:05	13:17:14
1899	23	A	2020.10.21	0	12:49:42	13:05:16
1900	15	B	2020.10.27	0	12:57:51	13:13:28
1901	114	A	2020.10.05	1	14:10:47	14:26:38
1902	119	D	2020.10.02	1	13:47:05	14:02:55
1903	135	B	2020.10.26	1	13:20:38	13:33:39
1904	142	A	2020.10.26	1	12:39:06	12:52:02
1905	17	B	2020.10.13	1	13:05:38	13:20:44
1906	157	B	2020.10.21	0	13:01:05	13:13:32
1907	60	B	2020.10.09	0	11:47:52	12:01:57
1908	151	C	2020.10.30	0	13:00:19	13:16:02
1909	95	B	2020.10.16	1	12:40:31	12:55:52
1910	184	C	2020.10.05	0	11:54:21	12:06:31
1911	79	A	2020.10.30	1	12:40:58	12:54:13
1912	182	A	2020.10.13	0	11:52:00	12:06:06
1913	30	D	2020.10.19	0	13:07:53	13:21:04
1914	72	C	2020.10.09	1	13:10:08	13:24:13
1915	47	C	2020.10.14	1	13:02:35	13:16:15
1916	123	B	2020.10.30	0	12:54:03	13:06:12
1917	136	A	2020.10.22	0	13:55:16	14:09:31
1918	110	C	2020.10.29	1	13:04:00	13:16:30
1919	125	B	2020.10.08	0	13:38:08	13:52:36
1920	88	C	2020.10.09	1	12:44:01	12:56:40
1921	106	B	2020.10.15	0	13:45:42	13:57:48
1922	37	C	2020.10.08	0	12:22:36	12:37:50
1923	32	A	2020.10.08	1	12:05:13	12:19:37
1924	188	C	2020.10.20	1	12:12:10	12:27:33
1925	49	B	2020.10.20	0	14:26:54	14:40:11
1926	84	C	2020.10.01	1	12:00:26	12:16:02
1927	183	C	2020.10.08	1	12:38:38	12:53:59
1928	34	A	2020.10.21	0	12:42:53	12:57:28
1929	170	B	2020.10.15	0	12:25:23	12:39:03
1930	66	B	2020.10.27	1	13:11:08	13:23:31
1931	166	A	2020.10.15	1	13:15:34	13:31:36
1932	149	B	2020.10.12	0	12:57:39	13:12:30
1933	131	A	2020.10.13	0	13:35:52	13:51:13
1934	46	B	2020.10.27	1	13:02:40	13:16:23
1935	4	D	2020.10.28	1	13:36:56	13:49:51
1936	23	C	2020.10.02	0	12:56:25	13:08:33
1937	13	B	2020.10.09	0	13:50:16	14:06:05
1938	57	A	2020.10.22	0	12:20:52	12:35:33
1939	138	D	2020.10.30	0	12:51:29	13:04:08
1940	182	C	2020.10.01	0	11:55:03	12:09:03
1941	24	B	2020.10.20	1	13:08:50	13:24:15
1942	83	B	2020.10.01	1	13:26:16	13:40:54
1943	23	A	2020.10.20	1	13:10:32	13:25:46
1944	187	B	2020.10.29	1	12:08:26	12:23:39
1945	74	A	2020.10.12	0	13:52:13	14:05:49
1946	156	C	2020.10.19	0	13:29:42	13:42:38
1947	66	B	2020.10.19	0	13:10:12	13:24:54
1948	61	B	2020.10.21	0	12:34:18	12:49:23
1949	151	B	2020.10.16	1	12:42:14	12:57:57
1950	107	B	2020.10.15	0	13:43:50	13:59:03
1951	96	B	2020.10.09	1	13:30:22	13:43:43
1952	116	B	2020.10.14	1	13:25:47	13:39:24
1953	148	A	2020.10.12	1	11:40:41	11:53:16
1954	160	D	2020.10.16	1	12:34:53	12:48:27
1955	193	A	2020.10.28	1	13:02:17	13:14:53
1956	59	B	2020.10.27	1	13:59:11	14:12:12
1957	35	B	2020.10.07	1	13:14:33	13:28:18
1958	139	C	2020.10.07	1	13:11:33	13:25:43
1959	84	A	2020.10.14	0	12:01:50	12:14:25
1960	172	A	2020.10.12	1	12:32:37	12:45:24
1961	170	B	2020.10.16	1	12:23:16	12:35:48
1962	19	C	2020.10.20	1	12:36:57	12:49:27
1963	161	B	2020.10.13	0	13:46:22	14:01:23
1964	111	A	2020.10.22	0	12:21:00	12:35:36
1965	188	A	2020.10.14	0	12:16:46	12:29:11
1966	137	B	2020.10.08	1	12:47:12	13:00:38
1967	91	B	2020.10.21	0	12:46:03	13:01:08
1968	51	A	2020.10.12	1	14:03:21	14:18:32
1969	139	C	2020.10.26	1	13:13:29	13:28:50
1970	117	A	2020.10.30	1	13:21:02	13:34:09
1971	80	C	2020.10.14	0	13:41:11	13:57:02
1972	167	C	2020.10.09	0	13:22:42	13:35:28
1973	50	C	2020.10.15	0	13:20:38	13:35:51
1974	148	C	2020.10.01	1	11:32:29	11:44:49
1975	196	A	2020.10.06	1	12:51:29	13:04:52
1976	78	C	2020.10.13	1	12:45:19	13:00:08
1977	191	A	2020.10.14	1	11:38:31	11:50:58
1978	134	A	2020.10.02	0	13:18:18	13:32:24
1979	159	C	2020.10.15	0	13:38:24	13:51:35
1980	169	A	2020.10.01	1	13:24:46	13:38:41
1981	90	B	2020.10.19	1	12:15:49	12:29:11
1982	43	B	2020.10.28	1	12:51:04	13:05:48
1983	19	A	2020.10.05	0	12:17:55	12:33:18
1984	125	C	2020.10.09	1	12:27:34	12:43:22
1985	185	C	2020.10.29	1	12:20:52	12:36:18
1986	96	A	2020.10.19	0	12:39:22	12:52:17
1987	147	C	2020.10.15	1	12:09:41	12:24:15
1988	42	B	2020.10.27	0	12:31:01	12:46:02
1989	9	C	2020.10.28	1	13:42:59	13:57:33
1990	127	D	2020.10.08	0	13:00:39	13:13:21
1991	35	A	2020.10.19	1	12:54:35	13:09:03
1992	67	C	2020.10.05	1	12:50:37	13:05:31
1993	171	B	2020.10.06	1	13:47:56	14:03:21
1994	154	C	2020.10.06	1	12:59:08	13:11:33
1995	28	B	2020.10.02	0	13:37:57	13:53:04
1996	134	C	2020.10.28	1	13:23:35	13:36:27
1997	83	B	2020.10.28	0	13:39:18	13:53:33
1998	69	B	2020.10.13	1	13:21:07	13:37:06
1999	187	C	2020.10.21	0	12:30:03	12:44:36
2000	34	A	2020.10.01	1	13:05:01	13:19:31
2001	53	C	2020.10.13	0	13:01:42	13:14:02
2002	44	B	2020.10.29	1	12:46:23	12:58:42
2003	4	C	2020.10.09	1	13:52:40	14:07:00
2004	115	C	2020.10.16	1	12:34:26	12:47:41
2005	51	C	2020.10.08	0	13:20:55	13:32:56
2006	121	A	2020.10.12	1	13:23:02	13:38:27
2007	62	B	2020.10.22	1	12:00:15	12:14:25
2008	122	A	2020.10.26	0	12:30:19	12:43:37
2009	66	A	2020.10.02	0	13:29:33	13:44:04
2010	162	B	2020.10.13	0	13:27:38	13:42:48
2011	96	C	2020.10.08	1	13:04:55	13:18:14
2012	26	C	2020.10.16	0	13:23:57	13:38:19
2013	17	D	2020.10.12	0	13:00:55	13:13:19
2014	195	B	2020.10.19	0	13:06:28	13:22:02
2015	31	A	2020.10.19	0	12:56:47	13:10:04
2016	57	C	2020.10.21	0	12:56:24	13:08:38
2017	18	C	2020.10.08	0	13:05:34	13:19:59
2018	8	D	2020.10.20	0	13:36:34	13:50:25
2019	42	B	2020.10.08	0	12:39:17	12:53:01
2020	193	B	2020.10.14	1	12:35:55	12:51:06
2021	179	B	2020.10.01	1	12:11:32	12:25:05
2022	130	A	2020.10.08	0	13:42:59	13:56:50
2023	109	B	2020.10.19	1	12:25:30	12:41:07
2024	31	A	2020.10.26	0	13:26:15	13:39:47
2025	23	A	2020.10.01	1	12:20:42	12:36:03
2026	20	A	2020.10.07	0	13:19:52	13:33:07
